"speech","word","n","total","tf","idf","tf_idf"
"SOTU_15","added",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","advanced",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","adversity",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","afford",2,6828,0.000292911540714704,0,0
"SOTU_15","affordable",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","africa",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","aggression",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","agreement",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","alan",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","already",2,6828,0.000292911540714704,0,0
"SOTU_15","amazing",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","approach",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","arguments",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","authority",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","bedrock",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","being",2,6828,0.000292911540714704,0,0
"SOTU_15","ben's",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","big",2,6828,0.000292911540714704,0,0
"SOTU_15","black",2,6828,0.000292911540714704,0,0
"SOTU_15","bless",2,6828,0.000292911540714704,0,0
"SOTU_15","blind",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","bold",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","booming",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","boston",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","bounce",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","break",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","broad",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","budget",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","call",2,6828,0.000292911540714704,0,0
"SOTU_15","campaign",2,6828,0.000292911540714704,0,0
"SOTU_15","capitol",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","chamber",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","chances",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","children",2,6828,0.000292911540714704,0,0
"SOTU_15","city",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","civil",2,6828,0.000292911540714704,0,0
"SOTU_15","coalition",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","code",2,6828,0.000292911540714704,0,0
"SOTU_15","colleges",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","commit",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","conflict",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","conflicts",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","constant",2,6828,0.000292911540714704,0,0
"SOTU_15","course",2,6828,0.000292911540714704,0,0
"SOTU_15","curve",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","cyber",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","day",2,6828,0.000292911540714704,0,0
"SOTU_15","deals",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","debates",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","debt",2,6828,0.000292911540714704,0,0
"SOTU_15","decades",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","development",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","did",2,6828,0.000292911540714704,0,0
"SOTU_15","difference",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","different",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","dignity",2,6828,0.000292911540714704,0,0
"SOTU_15","disease",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","dragged",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","dreams",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","earth",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","easier",2,6828,0.000292911540714704,0,0
"SOTU_15","east",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","economies",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","employees",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","employers",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","ending",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","ends",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","energy",2,6828,0.000292911540714704,0,0
"SOTU_15","ensuring",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","europe",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","expect",2,6828,0.000292911540714704,0,0
"SOTU_15","fact",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","far",2,6828,0.000292911540714704,0,0
"SOTU_15","fellow",2,6828,0.000292911540714704,0,0
"SOTU_15","fifteen",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","fill",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","force",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","forward",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","foundation",2,6828,0.000292911540714704,0,0
"SOTU_15","fuel",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","full",2,6828,0.000292911540714704,0,0
"SOTU_15","gas",2,6828,0.000292911540714704,0,0
"SOTU_15","generations",2,6828,0.000292911540714704,0,0
"SOTU_15","generosity",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","gets",2,6828,0.000292911540714704,0,0
"SOTU_15","getting",2,6828,0.000292911540714704,0,0
"SOTU_15","gitmo",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","god",2,6828,0.000292911540714704,0,0
"SOTU_15","going",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","graduate",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","graduation",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","greater",2,6828,0.000292911540714704,0,0
"SOTU_15","ground",2,6828,0.000292911540714704,0,0
"SOTU_15","grow",2,6828,0.000292911540714704,0,0
"SOTU_15","growth",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","guarantee",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","half",2,6828,0.000292911540714704,0,0
"SOTU_15","hand",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","happen",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","having",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","heard",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","helped",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","helps",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","henry",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","hire",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","history",2,6828,0.000292911540714704,0,0
"SOTU_15","hit",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","human",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","i'll",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","imagine",2,6828,0.000292911540714704,0,0
"SOTU_15","immigration",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","intelligence",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","intend",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","international",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","invest",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","iraq",2,6828,0.000292911540714704,0,0
"SOTU_15","jack",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","jill",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","join",2,6828,0.000292911540714704,0,0
"SOTU_15","justice",2,6828,0.000292911540714704,0,0
"SOTU_15","keeper",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","launched",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","leading",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","leads",2,6828,0.000292911540714704,0,0
"SOTU_15","look",2,6828,0.000292911540714704,0,0
"SOTU_15","lot",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","love",2,6828,0.000292911540714704,0,0
"SOTU_15","math",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","matters",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","means",2,6828,0.000292911540714704,0,0
"SOTU_15","medicine",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","members",2,6828,0.000292911540714704,0,0
"SOTU_15","michelle",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","mind",2,6828,0.000292911540714704,0,0
"SOTU_15","minimum",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","misguided",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","mom",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","money",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","month",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","mortgage",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","nearly",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","night",2,6828,0.000292911540714704,0,0
"SOTU_15","old",2,6828,0.000292911540714704,0,0
"SOTU_15","once",2,6828,0.000292911540714704,0,0
"SOTU_15","open",2,6828,0.000292911540714704,0,0
"SOTU_15","overseas",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","pace",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","part",2,6828,0.000292911540714704,0,0
"SOTU_15","parties",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","parts",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","passed",2,6828,0.000292911540714704,0,0
"SOTU_15","play",2,6828,0.000292911540714704,0,0
"SOTU_15","point",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","policy",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","poses",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","potential",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","priority",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","prison",2,6828,0.000292911540714704,0,0
"SOTU_15","promised",2,6828,0.000292911540714704,0,0
"SOTU_15","proof",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","purpose",2,6828,0.000292911540714704,0,0
"SOTU_15","question",2,6828,0.000292911540714704,0,0
"SOTU_15","rather",2,6828,0.000292911540714704,0,0
"SOTU_15","reach",2,6828,0.000292911540714704,0,0
"SOTU_15","reading",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","reason",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","rebuild",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","recession",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","reduce",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","reflect",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","republican",2,6828,0.000292911540714704,0,0
"SOTU_15","research",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","resolve",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","respect",2,6828,0.000292911540714704,0,0
"SOTU_15","retirement",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","rising",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","road",2,6828,0.000292911540714704,0,0
"SOTU_15","run",2,6828,0.000292911540714704,0,0
"SOTU_15","sacrifice",2,6828,0.000292911540714704,0,0
"SOTU_15","sacrificed",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","safer",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","save",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","say",2,6828,0.000292911540714704,0,0
"SOTU_15","scores",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","seek",2,6828,0.000292911540714704,0,0
"SOTU_15","sending",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","sent",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","shape",2,6828,0.000292911540714704,0,0
"SOTU_15","shift",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","shows",2,6828,0.000292911540714704,0,0
"SOTU_15","shut",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","side",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","sights",2,6828,0.000292911540714704,0,0
"SOTU_15","smart",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","solar",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","son",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","space",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","speak",2,6828,0.000292911540714704,0,0
"SOTU_15","speech",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","spring",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","stand",2,6828,0.000292911540714704,0,0
"SOTU_15","stands",2,6828,0.000292911540714704,0,0
"SOTU_15","start",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","stopping",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","strategy",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","street",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","succeed",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","success",2,6828,0.000292911540714704,0,0
"SOTU_15","syria",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","taken",2,6828,0.000292911540714704,0,0
"SOTU_15","taking",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","technology",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","terrorist",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","then",2,6828,0.000292911540714704,0,0
"SOTU_15","they're",2,6828,0.000292911540714704,0,0
"SOTU_15","think",2,6828,0.000292911540714704,0,0
"SOTU_15","third",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","threats",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","touching",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","train",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","trained",2,6828,0.000292911540714704,0,0
"SOTU_15","training",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","transition",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","true",2,6828,0.000292911540714704,0,0
"SOTU_15","truly",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","truth",2,6828,0.000292911540714704,0,0
"SOTU_15","trying",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","ultimately",2,6828,0.000292911540714704,0,0
"SOTU_15","universal",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","used",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","using",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","vice",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","voting",2,6828,0.000292911540714704,0,0
"SOTU_15","warmest",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","weeks",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","whether",2,6828,0.000292911540714704,0,0
"SOTU_15","white",2,6828,0.000292911540714704,0,0
"SOTU_15","who's",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","wisely",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","women",2,6828,0.000292911540714704,0,0
"SOTU_15","won",2,6828,0.000292911540714704,0,0
"SOTU_15","worker",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","works",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","worthy",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","wrote",2,6828,0.000292911540714704,0,0
"SOTU_15","york",2,6828,0.000292911540714704,0,0
"SOTU_15","you're",2,6828,0.000292911540714704,0,0
"SOTU_15","you've",2,6828,0.000292911540714704,0.693147180559945,0.000203030808599867
"SOTU_15","younger",2,6828,0.000292911540714704,0,0
"Selma","11",1,3690,0.0002710027100271,0,0
"Selma","1950s",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","2015",1,3690,0.0002710027100271,0,0
"Selma","25",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","26",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","30",1,3690,0.0002710027100271,0,0
"Selma","400",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","9",1,3690,0.0002710027100271,0,0
"Selma","abernathy",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","abhor",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","abuse",1,3690,0.0002710027100271,0,0
"Selma","accept",1,3690,0.0002710027100271,0,0
"Selma","achievement",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","achievements",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","actions",1,3690,0.0002710027100271,0,0
"Selma","actually",1,3690,0.0002710027100271,0,0
"Selma","address",1,3690,0.0002710027100271,0,0
"Selma","admitting",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","afford",1,3690,0.0002710027100271,0,0
"Selma","afghanistan",1,3690,0.0002710027100271,0,0
"Selma","african",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","afternoon",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","against",1,3690,0.0002710027100271,0,0
"Selma","age",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","agency",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","ages",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","agitators",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","air",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","airbrushed",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","airmen",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","alabama",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","align",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","almost",1,3690,0.0002710027100271,0,0
"Selma","also",1,3690,0.0002710027100271,0,0
"Selma","amelia",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","among",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","andrew",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","angeles",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","anguish",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","anthems",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","anthony",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","anticipation",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","anybody",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","anything",1,3690,0.0002710027100271,0,0
"Selma","anyway",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","apartheid",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","apple",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","appomattox",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","argue",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","aristocracies",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","armies",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","arrive",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","artists",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","asian",1,3690,0.0002710027100271,0,0
"Selma","asked",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","aspect",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","assigned",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","attacked",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","attempts",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","attitudes",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","avoiding",1,3690,0.0002710027100271,0,0
"Selma","awesome",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","b",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","backpacks",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","baldwin",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","ballot",1,3690,0.0002710027100271,0,0
"Selma","banish",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","banished",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","baptist",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","bar",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","barriers",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","bars",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","beacon",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","bearing",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","become",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","bedrolls",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","behold",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","being",1,3690,0.0002710027100271,0,0
"Selma","belief",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","belongs",1,3690,0.0002710027100271,0,0
"Selma","bench",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","bentley",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","bias",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","big",1,3690,0.0002710027100271,0,0
"Selma","bill",1,3690,0.0002710027100271,0,0
"Selma","billy",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","birmingham",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","blacks",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","blessed",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","bloodline",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","bloody",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","bluegrass",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","blues",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","boardrooms",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","bobby",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","body",1,3690,0.0002710027100271,0,0
"Selma","boisterous",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","bone",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","book",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","boundaries",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","boynton",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","braved",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","breast",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","breathe",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","breeds",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","bridges",1,3690,0.0002710027100271,0,0
"Selma","broader",1,3690,0.0002710027100271,0,0
"Selma","broke",1,3690,0.0002710027100271,0,0
"Selma","brown",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","brutal",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","bubbles",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","build",1,3690,0.0002710027100271,0,0
"Selma","buildings",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","burma",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","c.t",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","campaign",1,3690,0.0002710027100271,0,0
"Selma","campaigns",1,3690,0.0002710027100271,0,0
"Selma","can't",1,3690,0.0002710027100271,0,0
"Selma","canaveral",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","cannot",1,3690,0.0002710027100271,0,0
"Selma","capable",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","cape",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","card",1,3690,0.0002710027100271,0,0
"Selma","casts",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","casually",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","caucus",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","cause",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
"Selma","cements",1,3690,0.0002710027100271,0.693147180559945,0.000187844764379389
